[2024-05-18T14:58:57.744+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: our_first_dag_v2.wget manual__2024-05-18T14:52:51.410367+00:00 [queued]>
[2024-05-18T14:58:57.756+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: our_first_dag_v2.wget manual__2024-05-18T14:52:51.410367+00:00 [queued]>
[2024-05-18T14:58:57.757+0000] {taskinstance.py:2170} INFO - Starting attempt 4 of 11
[2024-05-18T14:58:57.773+0000] {taskinstance.py:2191} INFO - Executing <Task(BashOperator): wget> on 2024-05-18 14:52:51.410367+00:00
[2024-05-18T14:58:57.782+0000] {standard_task_runner.py:60} INFO - Started process 1871 to run task
[2024-05-18T14:58:57.784+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'our_first_dag_v2', 'wget', 'manual__2024-05-18T14:52:51.410367+00:00', '--job-id', '332', '--raw', '--subdir', 'DAGS_FOLDER/frist-dag.py', '--cfg-path', '/tmp/tmp2omrbmle']
[2024-05-18T14:58:57.787+0000] {standard_task_runner.py:88} INFO - Job 332: Subtask wget
[2024-05-18T14:58:57.843+0000] {task_command.py:423} INFO - Running <TaskInstance: our_first_dag_v2.wget manual__2024-05-18T14:52:51.410367+00:00 [running]> on host 7b23a6949395
[2024-05-18T14:58:57.988+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='omar' AIRFLOW_CTX_DAG_ID='our_first_dag_v2' AIRFLOW_CTX_TASK_ID='wget' AIRFLOW_CTX_EXECUTION_DATE='2024-05-18T14:52:51.410367+00:00' AIRFLOW_CTX_TRY_NUMBER='4' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-05-18T14:52:51.410367+00:00'
[2024-05-18T14:58:57.990+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2024-05-18T14:58:57.992+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'curl https://d37ci6vzurychx.cloudfront.net/misc/taxi_zone_lookup.csv']
[2024-05-18T14:58:58.006+0000] {subprocess.py:86} INFO - Output:
[2024-05-18T14:58:58.016+0000] {subprocess.py:93} INFO -   % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current
[2024-05-18T14:58:58.016+0000] {subprocess.py:93} INFO -                                  Dload  Upload   Total   Spent    Left  Speed
[2024-05-18T14:58:58.354+0000] {subprocess.py:93} INFO -   0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0"LocationID","Borough","Zone","service_zone"
[2024-05-18T14:58:58.355+0000] {subprocess.py:93} INFO - 1,"EWR","Newark Airport","EWR"
[2024-05-18T14:58:58.356+0000] {subprocess.py:93} INFO - 2,"Queens","Jamaica Bay","Boro Zone"
[2024-05-18T14:58:58.356+0000] {subprocess.py:93} INFO - 3,"Bronx","Allerton/Pelham Gardens","Boro Zone"
[2024-05-18T14:58:58.357+0000] {subprocess.py:93} INFO - 4,"Manhattan","Alphabet City","Yellow Zone"
[2024-05-18T14:58:58.357+0000] {subprocess.py:93} INFO - 5,"Staten Island","Arden Heights","Boro Zone"
[2024-05-18T14:58:58.358+0000] {subprocess.py:93} INFO - 6,"Staten Island","Arrochar/Fort Wadsworth","Boro Zone"
[2024-05-18T14:58:58.358+0000] {subprocess.py:93} INFO - 7,"Queens","Astoria","Boro Zone"
[2024-05-18T14:58:58.359+0000] {subprocess.py:93} INFO - 8,"Queens","Astoria Park","Boro Zone"
[2024-05-18T14:58:58.359+0000] {subprocess.py:93} INFO - 9,"Queens","Auburndale","Boro Zone"
[2024-05-18T14:58:58.359+0000] {subprocess.py:93} INFO - 10,"Queens","Baisley Park","Boro Zone"
[2024-05-18T14:58:58.360+0000] {subprocess.py:93} INFO - 11,"Brooklyn","Bath Beach","Boro Zone"
[2024-05-18T14:58:58.360+0000] {subprocess.py:93} INFO - 12,"Manhattan","Battery Park","Yellow Zone"
[2024-05-18T14:58:58.360+0000] {subprocess.py:93} INFO - 13,"Manhattan","Battery Park City","Yellow Zone"
[2024-05-18T14:58:58.361+0000] {subprocess.py:93} INFO - 14,"Brooklyn","Bay Ridge","Boro Zone"
[2024-05-18T14:58:58.361+0000] {subprocess.py:93} INFO - 15,"Queens","Bay Terrace/Fort Totten","Boro Zone"
[2024-05-18T14:58:58.361+0000] {subprocess.py:93} INFO - 16,"Queens","Bayside","Boro Zone"
[2024-05-18T14:58:58.362+0000] {subprocess.py:93} INFO - 17,"Brooklyn","Bedford","Boro Zone"
[2024-05-18T14:58:58.362+0000] {subprocess.py:93} INFO - 18,"Bronx","Bedford Park","Boro Zone"
[2024-05-18T14:58:58.362+0000] {subprocess.py:93} INFO - 19,"Queens","Bellerose","Boro Zone"
[2024-05-18T14:58:58.363+0000] {subprocess.py:93} INFO - 20,"Bronx","Belmont","Boro Zone"
[2024-05-18T14:58:58.363+0000] {subprocess.py:93} INFO - 21,"Brooklyn","Bensonhurst East","Boro Zone"
[2024-05-18T14:58:58.363+0000] {subprocess.py:93} INFO - 22,"Brooklyn","Bensonhurst West","Boro Zone"
[2024-05-18T14:58:58.364+0000] {subprocess.py:93} INFO - 23,"Staten Island","Bloomfield/Emerson Hill","Boro Zone"
[2024-05-18T14:58:58.364+0000] {subprocess.py:93} INFO - 24,"Manhattan","Bloomingdale","Yellow Zone"
[2024-05-18T14:58:58.364+0000] {subprocess.py:93} INFO - 25,"Brooklyn","Boerum Hill","Boro Zone"
[2024-05-18T14:58:58.365+0000] {subprocess.py:93} INFO - 26,"Brooklyn","Borough Park","Boro Zone"
[2024-05-18T14:58:58.365+0000] {subprocess.py:93} INFO - 27,"Queens","Breezy Point/Fort Tilden/Riis Beach","Boro Zone"
[2024-05-18T14:58:58.365+0000] {subprocess.py:93} INFO - 28,"Queens","Briarwood/Jamaica Hills","Boro Zone"
[2024-05-18T14:58:58.366+0000] {subprocess.py:93} INFO - 29,"Brooklyn","Brighton Beach","Boro Zone"
[2024-05-18T14:58:58.366+0000] {subprocess.py:93} INFO - 30,"Queens","Broad Channel","Boro Zone"
[2024-05-18T14:58:58.366+0000] {subprocess.py:93} INFO - 31,"Bronx","Bronx Park","Boro Zone"
[2024-05-18T14:58:58.367+0000] {subprocess.py:93} INFO - 32,"Bronx","Bronxdale","Boro Zone"
[2024-05-18T14:58:58.367+0000] {subprocess.py:93} INFO - 33,"Brooklyn","Brooklyn Heights","Boro Zone"
[2024-05-18T14:58:58.368+0000] {subprocess.py:93} INFO - 34,"Brooklyn","Brooklyn Navy Yard","Boro Zone"
[2024-05-18T14:58:58.368+0000] {subprocess.py:93} INFO - 35,"Brooklyn","Brownsville","Boro Zone"
[2024-05-18T14:58:58.368+0000] {subprocess.py:93} INFO - 36,"Brooklyn","Bushwick North","Boro Zone"
[2024-05-18T14:58:58.368+0000] {subprocess.py:93} INFO - 37,"Brooklyn","Bushwick South","Boro Zone"
[2024-05-18T14:58:58.369+0000] {subprocess.py:93} INFO - 38,"Queens","Cambria Heights","Boro Zone"
[2024-05-18T14:58:58.369+0000] {subprocess.py:93} INFO - 39,"Brooklyn","Canarsie","Boro Zone"
[2024-05-18T14:58:58.369+0000] {subprocess.py:93} INFO - 40,"Brooklyn","Carroll Gardens","Boro Zone"
[2024-05-18T14:58:58.370+0000] {subprocess.py:93} INFO - 41,"Manhattan","Central Harlem","Boro Zone"
[2024-05-18T14:58:58.370+0000] {subprocess.py:93} INFO - 42,"Manhattan","Central Harlem North","Boro Zone"
[2024-05-18T14:58:58.370+0000] {subprocess.py:93} INFO - 43,"Manhattan","Central Park","Yellow Zone"
[2024-05-18T14:58:58.371+0000] {subprocess.py:93} INFO - 44,"Staten Island","Charleston/Tottenville","Boro Zone"
[2024-05-18T14:58:58.371+0000] {subprocess.py:93} INFO - 45,"Manhattan","Chinatown","Yellow Zone"
[2024-05-18T14:58:58.371+0000] {subprocess.py:93} INFO - 46,"Bronx","City Island","Boro Zone"
[2024-05-18T14:58:58.372+0000] {subprocess.py:93} INFO - 47,"Bronx","Claremont/Bathgate","Boro Zone"
[2024-05-18T14:58:58.372+0000] {subprocess.py:93} INFO - 48,"Manhattan","Clinton East","Yellow Zone"
[2024-05-18T14:58:58.373+0000] {subprocess.py:93} INFO - 49,"Brooklyn","Clinton Hill","Boro Zone"
[2024-05-18T14:58:58.373+0000] {subprocess.py:93} INFO - 50,"Manhattan","Clinton West","Yellow Zone"
[2024-05-18T14:58:58.373+0000] {subprocess.py:93} INFO - 51,"Bronx","Co-Op City","Boro Zone"
[2024-05-18T14:58:58.374+0000] {subprocess.py:93} INFO - 52,"Brooklyn","Cobble Hill","Boro Zone"
[2024-05-18T14:58:58.374+0000] {subprocess.py:93} INFO - 53,"Queens","College Point","Boro Zone"
[2024-05-18T14:58:58.375+0000] {subprocess.py:93} INFO - 54,"Brooklyn","Columbia Street","Boro Zone"
[2024-05-18T14:58:58.375+0000] {subprocess.py:93} INFO - 55,"Brooklyn","Coney Island","Boro Zone"
[2024-05-18T14:58:58.375+0000] {subprocess.py:93} INFO - 56,"Queens","Corona","Boro Zone"
[2024-05-18T14:58:58.375+0000] {subprocess.py:93} INFO - 57,"Queens","Corona","Boro Zone"
[2024-05-18T14:58:58.376+0000] {subprocess.py:93} INFO - 58,"Bronx","Country Club","Boro Zone"
[2024-05-18T14:58:58.376+0000] {subprocess.py:93} INFO - 59,"Bronx","Crotona Park","Boro Zone"
[2024-05-18T14:58:58.376+0000] {subprocess.py:93} INFO - 60,"Bronx","Crotona Park East","Boro Zone"
[2024-05-18T14:58:58.377+0000] {subprocess.py:93} INFO - 61,"Brooklyn","Crown Heights North","Boro Zone"
[2024-05-18T14:58:58.377+0000] {subprocess.py:93} INFO - 62,"Brooklyn","Crown Heights South","Boro Zone"
[2024-05-18T14:58:58.377+0000] {subprocess.py:93} INFO - 63,"Brooklyn","Cypress Hills","Boro Zone"
[2024-05-18T14:58:58.378+0000] {subprocess.py:93} INFO - 64,"Queens","Douglaston","Boro Zone"
[2024-05-18T14:58:58.378+0000] {subprocess.py:93} INFO - 65,"Brooklyn","Downtown Brooklyn/MetroTech","Boro Zone"
[2024-05-18T14:58:58.378+0000] {subprocess.py:93} INFO - 66,"Brooklyn","DUMBO/Vinegar Hill","Boro Zone"
[2024-05-18T14:58:58.378+0000] {subprocess.py:93} INFO - 67,"Brooklyn","Dyker Heights","Boro Zone"
[2024-05-18T14:58:58.379+0000] {subprocess.py:93} INFO - 68,"Manhattan","East Chelsea","Yellow Zone"
[2024-05-18T14:58:58.379+0000] {subprocess.py:93} INFO - 69,"Bronx","East Concourse/Concourse Village","Boro Zone"
[2024-05-18T14:58:58.379+0000] {subprocess.py:93} INFO - 70,"Queens","East Elmhurst","Boro Zone"
[2024-05-18T14:58:58.380+0000] {subprocess.py:93} INFO - 71,"Brooklyn","East Flatbush/Farragut","Boro Zone"
[2024-05-18T14:58:58.380+0000] {subprocess.py:93} INFO - 72,"Brooklyn","East Flatbush/Remsen Village","Boro Zone"
[2024-05-18T14:58:58.381+0000] {subprocess.py:93} INFO - 73,"Queens","East Flushing","Boro Zone"
[2024-05-18T14:58:58.381+0000] {subprocess.py:93} INFO - 74,"Manhattan","East Harlem North","Boro Zone"
[2024-05-18T14:58:58.382+0000] {subprocess.py:93} INFO - 75,"Manhattan","East Harlem South","Boro Zone"
[2024-05-18T14:58:58.382+0000] {subprocess.py:93} INFO - 76,"Brooklyn","East New York","Boro Zone"
[2024-05-18T14:58:58.382+0000] {subprocess.py:93} INFO - 77,"Brooklyn","East New York/Pennsylvania Avenue","Boro Zone"
[2024-05-18T14:58:58.382+0000] {subprocess.py:93} INFO - 78,"Bronx","East Tremont","Boro Zone"
[2024-05-18T14:58:58.383+0000] {subprocess.py:93} INFO - 79,"Manhattan","East Village","Yellow Zone"
[2024-05-18T14:58:58.383+0000] {subprocess.py:93} INFO - 80,"Brooklyn","East Williamsburg","Boro Zone"
[2024-05-18T14:58:58.383+0000] {subprocess.py:93} INFO - 81,"Bronx","Eastchester","Boro Zone"
[2024-05-18T14:58:58.384+0000] {subprocess.py:93} INFO - 82,"Queens","Elmhurst","Boro Zone"
[2024-05-18T14:58:58.384+0000] {subprocess.py:93} INFO - 83,"Queens","Elmhurst/Maspeth","Boro Zone"
[2024-05-18T14:58:58.384+0000] {subprocess.py:93} INFO - 84,"Staten Island","Eltingville/Annadale/Prince's Bay","Boro Zone"
[2024-05-18T14:58:58.385+0000] {subprocess.py:93} INFO - 85,"Brooklyn","Erasmus","Boro Zone"
